Year,CountryCode,Population
1970,BOL,4585693
1971,BOL,4688267
1972,BOL,4793804
1973,BOL,4902248
1974,BOL,5013765
1975,BOL,5127776
1976,BOL,5244355
1977,BOL,5363917
1978,BOL,5486132
1979,BOL,5610380
1980,BOL,5736088
1981,BOL,5862990
1982,BOL,5991118
1983,BOL,6120620
1984,BOL,6251926
1985,BOL,6385630
1986,BOL,6521983
1987,BOL,6661434
1988,BOL,6804072
1989,BOL,6949139
1990,BOL,7096194
1991,BOL,7244891
1992,BOL,7394419
1993,BOL,7544489
1994,BOL,7693722
1995,BOL,7841471
1996,BOL,7989367
1997,BOL,8137619
1998,BOL,8286928
1999,BOL,8439052
2000,BOL,8592656
2001,BOL,8746084
2002,BOL,8900583
2003,BOL,9057378
2004,BOL,9216279
2005,BOL,9377388
2006,BOL,9542663
2007,BOL,9711152
2008,BOL,9880593
2009,BOL,10051317
2010,BOL,10223270
2011,BOL,10396246
2012,BOL,10569697
2013,BOL,10743349
1960,BRA,73092515
1961,BRA,75330008
1962,BRA,77599218
1963,BRA,79915555
1964,BRA,82262794
1965,BRA,84623747
1966,BRA,86979283
1967,BRA,89323288
1968,BRA,91659246
1969,BRA,94000381
1970,BRA,96369875
1971,BRA,98766288
1972,BRA,101194394
1973,BRA,103666904
1974,BRA,106167372
1975,BRA,108700515
1976,BRA,111286504
1977,BRA,113939886
1978,BRA,116664382
1979,BRA,119447303
1980,BRA,122288383
1981,BRA,125168060
1982,BRA,128065095
1983,BRA,130977370
1984,BRA,133888775
1985,BRA,136783180
1986,BRA,139643355
1987,BRA,142466264
1988,BRA,145253973
1989,BRA,148003411
1990,BRA,150706446
1991,BRA,153336445
1992,BRA,155900790
1993,BRA,158440875
1994,BRA,160980472
1995,BRA,163515328
1996,BRA,166037122
1997,BRA,168546707
1998,BRA,171039804
1999,BRA,173486281
2000,BRA,175873720
2001,BRA,178211881
2002,BRA,180476685
2003,BRA,182629278
2004,BRA,184722043
2005,BRA,186797334
2006,BRA,188820682
2007,BRA,190779453
2008,BRA,192672317
2009,BRA,194517549
2010,BRA,196353492
2011,BRA,198185302
2012,BRA,199977707
2013,BRA,201721767
1960,BRB,232550
1961,BRB,233698
1962,BRB,234829
1963,BRB,235875
1964,BRB,236834
1965,BRB,237694
1966,BRB,238494
1967,BRB,239238
1968,BRB,239905
1969,BRB,240594
1970,BRB,241397
1971,BRB,242350
1972,BRB,243458
1973,BRB,244643
1974,BRB,245851
1975,BRB,247090
1976,BRB,248359
1977,BRB,249663
1978,BRB,251009
1979,BRB,252334
1980,BRB,253575
1981,BRB,254684
1982,BRB,255642
1983,BRB,256505
1984,BRB,257279
1985,BRB,257911
1986,BRB,258370
1987,BRB,258654
1988,BRB,258762
1989,BRB,258759
1990,BRB,258868
1991,BRB,259402
1992,BRB,260212
1993,BRB,260995
1994,BRB,261712
1995,BRB,262303
1996,BRB,262793
1997,BRB,263224
1998,BRB,263642
1999,BRB,264170
2000,BRB,264657
2001,BRB,265377
2002,BRB,266455
2003,BRB,267499
2004,BRB,268505
2005,BRB,269477
2006,BRB,270425
2007,BRB,271444
2008,BRB,272635
2009,BRB,273791
2010,BRB,274711
2011,BRB,275486
2012,BRB,276197
2013,BRB,276865
1960,BTN,221266
1961,BTN,227071
1962,BTN,233417
1963,BTN,240268
1964,BTN,247444
1965,BTN,255010
1966,BTN,262976
1967,BTN,271339
1968,BTN,280102
1969,BTN,289296
1970,BTN,298894
1971,BTN,308837
1972,BTN,319128
1973,BTN,329800
1974,BTN,340842
1975,BTN,352269
1976,BTN,364119
1977,BTN,376387
1978,BTN,389072
1979,BTN,402063
1980,BTN,415257
1981,BTN,428641
1982,BTN,442201
1983,BTN,456033
1984,BTN,470165
1985,BTN,484528
1986,BTN,499151
1987,BTN,514026
1988,BTN,529051
1989,BTN,544209
1990,BTN,558442
1991,BTN,567710
1992,BTN,545944
1993,BTN,520838
1994,BTN,521260
1995,BTN,527536
1996,BTN,537494
1997,BTN,546865
1998,BTN,557143
1999,BTN,570990
2000,BTN,587207
2001,BTN,603234
2002,BTN,619048
2003,BTN,634627
2004,BTN,649991
2005,BTN,663323
2006,BTN,673260
2007,BTN,681614
2008,BTN,689737
2009,BTN,697678
2010,BTN,705516
2011,BTN,713331
2012,BTN,721145
2013,BTN,728889
1960,BWA,512865
1961,BWA,524403
1962,BWA,536428
1963,BWA,549041
1964,BWA,562274
1965,BWA,570975
1966,BWA,574855
1967,BWA,578723
1968,BWA,582655
1969,BWA,586737
1970,BWA,592244
1971,BWA,604139
1972,BWA,626601
1973,BWA,657246
1974,BWA,691569
1975,BWA,727930
1976,BWA,766424
1977,BWA,806968
1978,BWA,849394
1979,BWA,893500
1980,BWA,938578
1981,BWA,982747
1982,BWA,1023009
1983,BWA,1060717
1984,BWA,1099170
1985,BWA,1138704
1986,BWA,1179263
1987,BWA,1220361
1988,BWA,1261272
1989,BWA,1301671
1990,BWA,1341474
1991,BWA,1380584
1992,BWA,1420695
1993,BWA,1462262
1994,BWA,1503544
1995,BWA,1543634
1996,BWA,1582169
1997,BWA,1619354
1998,BWA,1655699
1999,BWA,1691558
2000,BWA,1726985
2001,BWA,1761930
2002,BWA,1795130
2003,BWA,1826863
2004,BWA,1859085
2005,BWA,1892807
2006,BWA,1928704
2007,BWA,1966977
2008,BWA,2007320
2009,BWA,2048997
2010,BWA,2091664
2011,BWA,2134037
2012,BWA,2175425
2013,BWA,2217278
1960,CAF,1679728
1961,CAF,1710364
1962,CAF,1742502
1963,CAF,1776214
1964,CAF,1811694
1965,CAF,1849171
1966,CAF,1888853
1967,CAF,1930861
1968,CAF,1975257
1969,CAF,2021519
1970,CAF,2067356
1971,CAF,2111224
1972,CAF,2153613
1973,CAF,2195905
1974,CAF,2239305
1975,CAF,2283927
1976,CAF,2318349
1977,CAF,2342048
1978,CAF,2365957
1979,CAF,2390329
1980,CAF,2415276
1981,CAF,2441010
1982,CAF,2467635
1983,CAF,2495097
1984,CAF,2523538
1985,CAF,2553075
1986,CAF,2583631
1987,CAF,2615594
1988,CAF,2657235
1989,CAF,2724109
1990,CAF,2809221
1991,CAF,2898052
1992,CAF,2991727
1993,CAF,3089146
1994,CAF,3187844
1995,CAF,3276706
1996,CAF,3363570
1997,CAF,3458472
1998,CAF,3555064
1999,CAF,3655360
2000,CAF,3759170
2001,CAF,3844773
2002,CAF,3930648
2003,CAF,4026841
2004,CAF,4115138
2005,CAF,4208834
2006,CAF,4294352
2007,CAF,4375569
2008,CAF,4467233
2009,CAF,4564540
2010,CAF,4660067
2011,CAF,4732022
2012,CAF,4773306
2013,CAF,4802428
1960,CAN,17909356
1961,CAN,18271000
1962,CAN,18614000
1963,CAN,18964000
1964,CAN,19325000
1965,CAN,19678000
1966,CAN,20048000
1967,CAN,20412000
1968,CAN,20744000
1969,CAN,21028000
1970,CAN,21324000
1971,CAN,21962032
1972,CAN,22218463
1973,CAN,22491777
1974,CAN,22807969
1975,CAN,23143275
1976,CAN,23449808
1977,CAN,23725843
1978,CAN,23963203
1979,CAN,24201544
1980,CAN,24515667
1981,CAN,24819915
1982,CAN,25116942
1983,CAN,25366451
1984,CAN,25607053
1985,CAN,25842116
1986,CAN,26100278
1987,CAN,26446601
1988,CAN,26791747
1989,CAN,27276781
1990,CAN,27691138
1991,CAN,28037420
1992,CAN,28371264
1993,CAN,28684764
1994,CAN,29000663
1995,CAN,29302311
1996,CAN,29610218
1997,CAN,29905948
1998,CAN,30155173
1999,CAN,30401286
2000,CAN,30685730
2001,CAN,31020902
2002,CAN,31360079
2003,CAN,31644028
2004,CAN,31940655
2005,CAN,32243753
2006,CAN,32571174
2007,CAN,32889025
2008,CAN,33247118
2009,CAN,33628895
2010,CAN,34004889
2011,CAN,34339328
2012,CAN,34714222
2013,CAN,35082954
1960,CHE,5327827
1961,CHE,5434294
1962,CHE,5573815
1963,CHE,5694247
1964,CHE,5789228
1965,CHE,5856472
1966,CHE,5918002
1967,CHE,5991785
1968,CHE,6067714
1969,CHE,6136387
1970,CHE,6180877
1971,CHE,6213399
1972,CHE,6260956
1973,CHE,6307347
1974,CHE,6341405
1975,CHE,6338632
1976,CHE,6302504
1977,CHE,6281174
1978,CHE,6281738
1979,CHE,6294365
1980,CHE,6319408
1981,CHE,6354074
1982,CHE,6391309
1983,CHE,6418773
1984,CHE,6441865
1985,CHE,6470365
1986,CHE,6504124
1987,CHE,6545106
1988,CHE,6593386
1989,CHE,6646912
1990,CHE,6715519
1991,CHE,6799978
1992,CHE,6875364
1993,CHE,6938265
1994,CHE,6993795
1995,CHE,7040687
1996,CHE,7071850
1997,CHE,7088906
1998,CHE,7110001
1999,CHE,7143991
2000,CHE,7184250
2001,CHE,7229854
2002,CHE,7284753
2003,CHE,7339001
2004,CHE,7389625
2005,CHE,7437115
2006,CHE,7483934
2007,CHE,7551117
2008,CHE,7647675
2009,CHE,7743831
2010,CHE,7824909
2011,CHE,7912398
2012,CHE,7996861
2013,CHE,8089346
1960,CHL,8141820
1961,CHL,8313535
1962,CHL,8486120
1963,CHL,8656006
1964,CHL,8825046
1965,CHL,8994936
1966,CHL,9161649
1967,CHL,9326268
1968,CHL,9491502
1969,CHL,9656299
1970,CHL,9820481
1971,CHL,9984378
1972,CHL,10145765
1973,CHL,10307842
1974,CHL,10472743
1975,CHL,10639531
1976,CHL,10804869
1977,CHL,10969861
1978,CHL,11137748
1979,CHL,11304331
1980,CHL,11469828
1981,CHL,11637613
1982,CHL,11807408
1983,CHL,11976513
1984,CHL,12147758
1985,CHL,12326396
1986,CHL,12514502
1987,CHL,12712784
1988,CHL,12918389
1989,CHL,13128619
1990,CHL,13342868
1991,CHL,13561945
1992,CHL,13782297
1993,CHL,13998386
1994,CHL,14210674
1995,CHL,14416796
1996,CHL,14615483
1997,CHL,14809289
1998,CHL,14996742
1999,CHL,15176410
2000,CHL,15351799
2001,CHL,15523978
2002,CHL,15693790
2003,CHL,15859112
2004,CHL,16017966
2005,CHL,16175311
2006,CHL,16334575
2007,CHL,16495538
2008,CHL,16661462
2009,CHL,16833447
2010,CHL,17004162
2011,CHL,17173573
2012,CHL,17341771
2013,CHL,17509925
1960,CHN,667070000
1961,CHN,660330000
1962,CHN,665770000
1963,CHN,682335000
1964,CHN,698355000
1965,CHN,715185000
1966,CHN,735400000
1967,CHN,754550000
1968,CHN,774510000
1969,CHN,796025000
1970,CHN,818315000
1971,CHN,841105000
1972,CHN,862030000
1973,CHN,881940000
1974,CHN,900350000
1975,CHN,916395000
1976,CHN,930685000
1977,CHN,943455000
1978,CHN,956165000
1979,CHN,969005000
1980,CHN,981235000
1981,CHN,993885000
1982,CHN,1008630000
1983,CHN,1023310000
1984,CHN,1036825000
1985,CHN,1051040000
1986,CHN,1066790000
1987,CHN,1084035000
1988,CHN,1101630000
1989,CHN,1118650000
1990,CHN,1135185000
1991,CHN,1150780000
1992,CHN,1164970000
1993,CHN,1178440000
1994,CHN,1191835000
1995,CHN,1204855000
1996,CHN,1217550000
1997,CHN,1230075000
1998,CHN,1241935000
1999,CHN,1252735000
2000,CHN,1262645000
2001,CHN,1271850000
2002,CHN,1280400000
2003,CHN,1288400000
2004,CHN,1296075000
2005,CHN,1303720000
2006,CHN,1311020000
2007,CHN,1317885000
2008,CHN,1324655000
2009,CHN,1331260000
2010,CHN,1337705000
2011,CHN,1345035000
2012,CHN,1354190000
2013,CHN,1363240000
1960,CIV,3708661
1961,CIV,3848336
1962,CIV,3998287
1963,CIV,4156453
1964,CIV,4321368
1965,CIV,4492890
1966,CIV,4671196
1967,CIV,4856689
1968,CIV,5050106
1969,CIV,5255149
1970,CIV,5477086
1971,CIV,5718867
1972,CIV,5979984
1973,CIV,6257373
1974,CIV,6548923
1975,CIV,6853981
1976,CIV,7142690
1977,CIV,7415900
1978,CIV,7700816
1979,CIV,7996368
1980,CIV,8303810
1981,CIV,8621621
1982,CIV,8948119
1983,CIV,9282050
1984,CIV,9621405
1985,CIV,9964075
1986,CIV,10309440
1987,CIV,10663498
1988,CIV,11043193
1989,CIV,11462943
1990,CIV,11910540
1991,CIV,12369269
1992,CIV,12838314
1993,CIV,13316448
1994,CIV,13802285
1995,CIV,14299727
1996,CIV,14810946
1997,CIV,15335453
1998,CIV,15858990
1999,CIV,16345894
2000,CIV,16799670
2001,CIV,17245468
2002,CIV,17683897
2003,CIV,18116451
2004,CIV,18544903
2005,CIV,18970215
2006,CIV,19394057
2007,CIV,19817700
2008,CIV,20244449
2009,CIV,20677762
2010,CIV,21120042
2011,CIV,21562914
2012,CIV,22010712
2013,CIV,22469268
1960,CMR,5117608
1961,CMR,5200355
1962,CMR,5303841
1963,CMR,5427511
1964,CMR,5556209
1965,CMR,5690086
1966,CMR,5829580
1967,CMR,5975087
1968,CMR,6127193
1969,CMR,6286232
1970,CMR,6452787
1971,CMR,6627350
1972,CMR,6809468
1973,CMR,6998688
1974,CMR,7194697
1975,CMR,7397417
1976,CMR,7598028
1977,CMR,7796825
1978,CMR,8013279
1979,CMR,8243377
1980,CMR,8519891
1981,CMR,8829048
1982,CMR,9046986
1983,CMR,9240672
1984,CMR,9508570
1985,CMR,9804254
1986,CMR,10112712
1987,CMR,10433905
1988,CMR,10759573
1989,CMR,11089222
1990,CMR,11430520
1991,CMR,11777719
1992,CMR,12128604
1993,CMR,12486773
1994,CMR,12848862
1995,CMR,13211647
1996,CMR,13575324
1997,CMR,13941181
1998,CMR,14314599
1999,CMR,14698973
2000,CMR,15091594
2001,CMR,15493253
2002,CMR,15914033
2003,CMR,16354326
2004,CMR,16809407
2005,CMR,17275171
2006,CMR,17751333
2007,CMR,18251866
2008,CMR,18777081
2009,CMR,19319274
2010,CMR,19878036
2011,CMR,20448873
2012,CMR,21032684
2013,CMR,21632850
1960,COD,15276558
1961,COD,15673284
1962,COD,16086084
1963,COD,16517995
1964,COD,16965855
1965,COD,17438254
1966,COD,17941738
1967,COD,18472105
1968,COD,19022799
1969,COD,19583123
1970,COD,20151733
1971,COD,20712952
1972,COD,21273409
1973,COD,21853906
1974,COD,22448415
1975,COD,23052715
1976,COD,23655016
1977,COD,24256464
1978,COD,25015244
1979,COD,25902760
1980,COD,26708686
1981,COD,27457783
1982,COD,28219219
1983,COD,29005175
1984,COD,29879852
1985,COD,30800051
1986,COD,31725132
1987,COD,32712574
1988,COD,33750052
1989,COD,34825891
1990,COD,35987541
1991,COD,37194812
1992,COD,38332302
1993,COD,39580844
1994,COD,41511985
1995,COD,43285791
1996,COD,44118709
1997,COD,44822198
1998,COD,45895524
1999,COD,47227238
2000,COD,48616317
2001,COD,50106657
2002,COD,51662071
2003,COD,53205639
2004,COD,54815607
2005,COD,56550247
2006,COD,58381630
2007,COD,60289422
2008,COD,62249724
2009,COD,64270232
2010,COD,66391257
2011,COD,68654269
2012,COD,70997870
2013,COD,73460021
1960,COG,1055693
1961,COG,1083431
1962,COG,1112348
1963,COG,1142600
1964,COG,1174269
1965,COG,1207412
1966,COG,1242116
1967,COG,1278312
1968,COG,1316130
1969,COG,1355699
1970,COG,1396989
1971,COG,1440159
1972,COG,1485274
1973,COG,1532069
1974,COG,1580280
1975,COG,1624935
1976,COG,1665418
1977,COG,1706181
1978,COG,1747207
1979,COG,1788218
1980,COG,1829256
1981,COG,1870540
1982,COG,1911634
1983,COG,1951851
1984,COG,2001739
1985,COG,2062555
1986,COG,2124863
1987,COG,2188654
1988,COG,2253336
1989,COG,2319177
1990,COG,2385435
1991,COG,2452675
1992,COG,2520958
1993,COG,2594168
1994,COG,2669220
1995,COG,2742309
1996,COG,2816595
1997,COG,2875037
1998,COG,2937166
1999,COG,3016659
2000,COG,3134030
2001,COG,3254101
2002,COG,3331158
2003,COG,3424653
2004,COG,3543012
2005,COG,3672839
2006,COG,3813323
2007,COG,3956329
2008,COG,4089602
2009,COG,4257230
2010,COG,4437884
2011,COG,4584216
2012,COG,4713257
2013,COG,4828066
1960,COL,15687688
1961,COL,16182414
1962,COL,16691282
1963,COL,17210956
1964,COL,17739754
1965,COL,18275814
1966,COL,18811407
1967,COL,19343961
1968,COL,19872503
1969,COL,20392264
1970,COL,20905254
1971,COL,21405413
1972,COL,21898055
1973,COL,22396318
1974,COL,22897871
1975,COL,23403731
1976,COL,23913002
1977,COL,24443926
1978,COL,25003608
1979,COL,25579323
1980,COL,26176195
1981,COL,26785982
1982,COL,27405194
1983,COL,28042329
1984,COL,28689032
1985,COL,29326260
1986,COL,29960101
1987,COL,30603048
1988,COL,31256727
1989,COL,31923117
1990,COL,32601393
1991,COL,33272628
1992,COL,33939039
1993,COL,34614735
1994,COL,35295461
1995,COL,35970101
1996,COL,36632573
1997,COL,37291946
1998,COL,37944414
1999,COL,38585033
2000,COL,39215135
2001,COL,39837875
2002,COL,40454050
2003,COL,41057687
2004,COL,41648268
2005,COL,42220940
2006,COL,42772910
2007,COL,43306582
2008,COL,43815313
2009,COL,44313917
2010,COL,44816108
2011,COL,45308899
2012,COL,45782417
2013,COL,46237930
1960,COM,194852
1961,COM,198617
1962,COM,202527
1963,COM,206546
1964,COM,210665
1965,COM,214939
1966,COM,219369
1967,COM,224321
1968,COM,229971
1969,COM,236002
1970,COM,242351
1971,COM,249066
1972,COM,256187
1973,COM,263728
1974,COM,271719
1975,COM,280036
1976,COM,288810
1977,COM,298152
1978,COM,307938
1979,COM,318123
1980,COM,328328
1981,COM,337986
1982,COM,347053
1983,COM,356137
1984,COM,365664
1985,COM,375650
1986,COM,386068
1987,COM,396887
1988,COM,408070
1989,COM,419584
1990,COM,431119
1991,COM,442277
1992,COM,452990
1993,COM,463318
1994,COM,473478
1995,COM,483760
1996,COM,494288
1997,COM,505033
1998,COM,515959
1999,COM,526443
2000,COM,536758
2001,COM,547741
2002,COM,559047
2003,COM,570130
2004,COM,581154
2005,COM,592683
2006,COM,604658
2007,COM,616899
2008,COM,629470
2009,COM,642493
2010,COM,656024
2011,COM,670071
2012,COM,684553
2013,COM,699393
1960,CPV,209849
1961,CPV,214788
1962,CPV,221484
1963,CPV,228814
1964,CPV,236362
1965,CPV,244156
1966,CPV,252238
1967,CPV,260648
1968,CPV,269408
1969,CPV,278524
1970,CPV,287262
1971,CPV,293505
1972,CPV,296818
1973,CPV,299191
1974,CPV,301682
1975,CPV,304375
1976,CPV,307015
1977,CPV,309389
1978,CPV,311685
1979,CPV,313995
1980,CPV,317234
1981,CPV,321634
1982,CPV,326319
1983,CPV,330971
1984,CPV,335473
1985,CPV,339874
1986,CPV,344271
1987,CPV,348718
1988,CPV,353233
1989,CPV,358150
1990,CPV,364563
1991,CPV,372721
1992,CPV,381947
1993,CPV,391749
1994,CPV,401655
1995,CPV,411382
1996,CPV,421007
1997,CPV,430654
1998,CPV,440214
1999,CPV,449627
2000,CPV,458251
2001,CPV,465958
2002,CPV,473231
2003,CPV,480089
2004,CPV,486583
2005,CPV,492827
2006,CPV,498884
2007,CPV,504733
2008,CPV,510336
2009,CPV,515638
2010,CPV,521212
2011,CPV,527521
2012,CPV,533864
2013,CPV,539940
1960,CRI,1346302
1961,CRI,1396138
1962,CRI,1447037
1963,CRI,1498647
1964,CRI,1550661
1965,CRI,1602736
1966,CRI,1654619
1967,CRI,1706062
1968,CRI,1756333
1969,CRI,1805968
1970,CRI,1855697
1971,CRI,1905486
1972,CRI,1955547
1973,CRI,2006247
1974,CRI,2058235
1975,CRI,2111850
1976,CRI,2167544
1977,CRI,2225630
1978,CRI,2286210
1979,CRI,2349258
1980,CRI,2414303
1981,CRI,2481334
1982,CRI,2550780
1983,CRI,2622532
1984,CRI,2696200
1985,CRI,2771463
1986,CRI,2847849
1987,CRI,2924595
1988,CRI,3001461
1989,CRI,3079001
1990,CRI,3158253
1991,CRI,3239414
1992,CRI,3321939
1993,CRI,3405372
1994,CRI,3489152
1995,CRI,3572856
1996,CRI,3656234
1997,CRI,3739421
1998,CRI,3821421
1999,CRI,3901430
2000,CRI,3979193
2001,CRI,4053222
2002,CRI,4122623
2003,CRI,4188610
2004,CRI,4252800
2005,CRI,4315887
2006,CRI,4378172
2007,CRI,4440019
2008,CRI,4501921
2009,CRI,4563127
2010,CRI,4622252
2011,CRI,4679926
2012,CRI,4736593
2013,CRI,4791535
1960,CUB,7267395
1961,CUB,7418518
1962,CUB,7574265
1963,CUB,7736352
1964,CUB,7902286
1965,CUB,8067651
1966,CUB,8230450
1967,CUB,8390962
1968,CUB,8550286
1969,CUB,8709654
1970,CUB,8869636
1971,CUB,9025709
1972,CUB,9169289
1973,CUB,9297924
1974,CUB,9413105
1975,CUB,9514305
1976,CUB,9600862
1977,CUB,9672546
1978,CUB,9729986
1979,CUB,9774711
1980,CUB,9809107
1981,CUB,9848560
1982,CUB,9908874
1983,CUB,9984591
1984,CUB,10065539
1985,CUB,10149044
1986,CUB,10235480
1987,CUB,10326910
1988,CUB,10425433
1989,CUB,10527187
1990,CUB,10626680
1991,CUB,10713812
1992,CUB,10783748
1993,CUB,10840934
1994,CUB,10887207
1995,CUB,10926703
1996,CUB,10963031
1997,CUB,10998129
1998,CUB,11033758
1999,CUB,11070094
2000,CUB,11105791
2001,CUB,11139127
2002,CUB,11170051
2003,CUB,11199217
2004,CUB,11225294
2005,CUB,11246114
2006,CUB,11260630
2007,CUB,11269887
2008,CUB,11276609
2009,CUB,11283185
2010,CUB,11290417
2011,CUB,11298710
2012,CUB,11309290
2013,CUB,11321579
1960,CYM,8473
1961,CYM,8626
1962,CYM,8799
1963,CYM,8985
1964,CYM,9172
1965,CYM,9366
1966,CYM,9566
1967,CYM,9771
1968,CYM,9981
1969,CYM,10181
1970,CYM,10533
1971,CYM,11117
1972,CYM,11778
1973,CYM,12443
1974,CYM,13118
1975,CYM,13791
1976,CYM,14456
1977,CYM,15116
1978,CYM,15746
1979,CYM,16378
1980,CYM,17100
1981,CYM,17904
1982,CYM,18729
1983,CYM,19572
1984,CYM,20433
1985,CYM,21313
1986,CYM,22195
1987,CYM,23075
1988,CYM,23956
1989,CYM,24888
1990,CYM,26027
1991,CYM,27340
1992,CYM,28677
1993,CYM,30038
1994,CYM,31418
1995,CYM,32802
1996,CYM,34194
1997,CYM,35579
1998,CYM,36947
1999,CYM,38295
2000,CYM,39658
2001,CYM,41054
2002,CYM,42456
2003,CYM,43862
2004,CYM,45286
2005,CYM,46727
2006,CYM,48177
2007,CYM,49647
2008,CYM,51123
2009,CYM,52602
2010,CYM,54074
2011,CYM,55492
2012,CYM,56860
2013,CYM,58212
1960,CYP,585725
1961,CYP,594771
1962,CYP,601095
1963,CYP,607072
1964,CYP,612338
1965,CYP,617345
1966,CYP,622566
1967,CYP,627695
1968,CYP,632452
1969,CYP,636821
1970,CYP,640804
1971,CYP,644413
1972,CYP,647620
1973,CYP,650705
1974,CYP,648585
1975,CYP,644982
1976,CYP,648868
1977,CYP,656414
1978,CYP,663975
1979,CYP,671611
1980,CYP,679327
1981,CYP,687170
1982,CYP,696227
1983,CYP,707477
1984,CYP,719678
1985,CYP,731664
1986,CYP,743446
1987,CYP,755021
1988,CYP,766412
1989,CYP,777592
1990,CYP,788500
1991,CYP,799061
1992,CYP,810431
1993,CYP,825986
1994,CYP,844444
1995,CYP,862418
1996,CYP,880058
1997,CYP,897471
1998,CYP,914660
1999,CYP,931600
2000,CYP,948237
2001,CYP,964830
2002,CYP,982194
2003,CYP,1000350
2004,CYP,1018684
2005,CYP,1037062
2006,CYP,1055438
2007,CYP,1073873
2008,CYP,1092390
2009,CYP,1110974
2010,CYP,1129686
2011,CYP,1145086
2012,CYP,1156556
2013,CYP,1166968
1960,CZE,9602006
1961,CZE,9586651
1962,CZE,9624660
1963,CZE,9670685
1964,CZE,9727804
1965,CZE,9779358
1966,CZE,9821040
1967,CZE,9852899
1968,CZE,9876346
1969,CZE,9896580
1970,CZE,9858071
1971,CZE,9826815
1972,CZE,9867632
1973,CZE,9922266
1974,CZE,9988459
1975,CZE,10058620
1976,CZE,10125939
1977,CZE,10186755
1978,CZE,10242098
1979,CZE,10292341
1980,CZE,10304193
1981,CZE,10300591
1982,CZE,10314826
1983,CZE,10323856
1984,CZE,10330213
1985,CZE,10337118
1986,CZE,10342227
1987,CZE,10347318
1988,CZE,10355276
1989,CZE,10361068
1990,CZE,10333355
1991,CZE,10308578
1992,CZE,10319123
1993,CZE,10329855
1994,CZE,10333587
1995,CZE,10327253
1996,CZE,10315241
1997,CZE,10304131
1998,CZE,10294373
1999,CZE,10283860
2000,CZE,10255063
2001,CZE,10216605
2002,CZE,10196916
2003,CZE,10193998
2004,CZE,10197101
2005,CZE,10211216
2006,CZE,10238905
2007,CZE,10298828
2008,CZE,10384603
2009,CZE,10443936
2010,CZE,10474410
2011,CZE,10496088
2012,CZE,10510785
2013,CZE,10514272
1960,DEU,72814900
1961,DEU,73377632
1962,DEU,74025784
1963,DEU,74714353
1964,DEU,75318337
1965,DEU,75963695
1966,DEU,76600311
1967,DEU,76951336
1968,DEU,77294314
1969,DEU,77909682
1970,DEU,78169289
1971,DEU,78312842
1972,DEU,78688452
1973,DEU,78936666
1974,DEU,78967433
1975,DEU,78673554
1976,DEU,78336950
1977,DEU,78159814
1978,DEU,78091820
1979,DEU,78126350
1980,DEU,78288576
1981,DEU,78407907
1982,DEU,78333366
1983,DEU,78128282
1984,DEU,77858685
1985,DEU,77684873
1986,DEU,77720436
1987,DEU,77839920
1988,DEU,78144619
1989,DEU,78751283
1990,DEU,79433029
1991,DEU,80013896
1992,DEU,80624598
1993,DEU,81156363
1994,DEU,81438348
1995,DEU,81678051
1996,DEU,81914831
1997,DEU,82034771
1998,DEU,82047195
1999,DEU,82100243
2000,DEU,82211508
2001,DEU,82349925
2002,DEU,82488495
2003,DEU,82534176
2004,DEU,82516260
2005,DEU,82469422
2006,DEU,82376451
2007,DEU,82266372
2008,DEU,82110097
2009,DEU,81902307
2010,DEU,81776930
2011,DEU,80274983
2012,DEU,80425823
2013,DEU,80645605
1960,DJI,85940
1961,DJI,89270
1962,DJI,93122
1963,DJI,97670
1964,DJI,102945
1965,DJI,108772
1966,DJI,114874
1967,DJI,121168
1968,DJI,127668
1969,DJI,135390
1970,DJI,144379
1971,DJI,154225
1972,DJI,165234
1973,DJI,177327
1974,DJI,191389
1975,DJI,208582
1976,DJI,229304
1977,DJI,253083
1978,DJI,278425
1979,DJI,302856
1980,DJI,324121
1981,DJI,341316
1982,DJI,355110
1983,DJI,367726
1984,DJI,382156
1985,DJI,400709
1986,DJI,424286
1987,DJI,452272
1988,DJI,482337
1989,DJI,521104
1990,DJI,577173
1991,DJI,628521
1992,DJI,623197
1993,DJI,611231
1994,DJI,623477
1995,DJI,629619
1996,DJI,644649
1997,DJI,667786
1998,DJI,694920
1999,DJI,719371
2000,DJI,742033
2001,DJI,765490
2002,DJI,789129
2003,DJI,806411
2004,DJI,818373
2005,DJI,830861
2006,DJI,846947
2007,DJI,865196
2008,DJI,882886
2009,DJI,901103
2010,DJI,919199
2011,DJI,936811
2012,DJI,954297
2013,DJI,971753
1960,DMA,59379
1961,DMA,60395
1962,DMA,61224
1963,DMA,62031
1964,DMA,62843
1965,DMA,63744
1966,DMA,64728
1967,DMA,65760
1968,DMA,66865
1969,DMA,68007
1970,DMA,68895
1971,DMA,69430
1972,DMA,69870
1973,DMA,70334
1974,DMA,70822
1975,DMA,71300
1976,DMA,71748
1977,DMA,72142
1978,DMA,72478
1979,DMA,72768
1980,DMA,72978
1981,DMA,72932
1982,DMA,72626
1983,DMA,72269
1984,DMA,71936
1985,DMA,71596
1986,DMA,71215
1987,DMA,70808
1988,DMA,70397
1989,DMA,69975
1990,DMA,69481
1991,DMA,69141
1992,DMA,69112
1993,DMA,69169
1994,DMA,69198
1995,DMA,69201
1996,DMA,69166
1997,DMA,69081
1998,DMA,68938
1999,DMA,68698
2000,DMA,68346
